"code","inclusion_notes","exclusion_notes"
"I38","Endocardite (chronique) SAI
Insuffisance  valvule non précisée  SAI ou de cause précisée, sauf rhumatismale ou congénitale
Reflux  valvule non précisée  SAI ou de cause précisée, sauf rhumatismale ou congénitale
Régurgitation  valvule non précisée  SAI ou de cause précisée, sauf rhumatismale ou congénitale
Sténose  valvule non précisée  SAI ou de cause précisée, sauf rhumatismale ou congénitale
Valvulite (chronique)  valvule non précisée  SAI ou de cause précisée, sauf rhumatismale ou congénitale","fibroélastose endocardique [I42.4]
insuffisance congénitale de valvule cardiaque non précisée [Q24.8]
précisée comme rhumatismale [I09.1]
sténose congénitale de valvule cardiaque non précisée [Q24.8]"
"I39","atteinte de l'endocarde (à) (au cours de) :
 - Candida [B37.6] 
 - gonococcique [A54.8] 
 - maladie de Libman–Sacks [M32.1] 
 - méningococcique [A39.5] 
 - polyarthrite rhumatoïde [M05.3] 
 - syphilitique [A52.0] 
 - tuberculeuse [A18.8] 
 - typhoïdique [A01.0]",""
"I400","Myocardite septique",""
"I410","Myocardite :
 - diphtérique [A36.8] 
 - gonococcique [A54.8] 
 - méningococcique [A39.5] 
 - syphilitique [A52.0] 
 - tuberculeuse [A18.8]",""
"I411","Myocardite au cours (de la) (des) :
 - grippe (aigüe) à :
  - virus grippal saisonnier identifié  [J10.8] 
  - virus grippal zoonotique ou pandémique identifié  [J09] 
  - virus non identifié  [J11.8] 
 - oreillons [B26.8]",""
"I412","Myocardite au cours de :
 - maladie de Chagas (chronique) [B57.2]   - aigüe [B57.0] 
 - toxoplasmose [B58.8]",""
"I418","Myocardite (au cours de) :
 - polyarthrite rhumatoïde [M05.3] 
 - sarcoïdose [D86.8]",""
"I42","","myocardiopathie :
 - compliquant :
  - grossesse [O99.4] 
  - puerpéralité [O90.3] 
 - ischémique [I25.5]"
"I420","Myocardite congestive",""
"I421","Sténose subaortique hypertrophique",""
"I422","Myocardiopathie hypertrophique non obstructive",""
"I423","Endocardite de Löffler
Fibrose endomyocardique (tropicale)",""
"I424","Myocardiopathie congénitale",""
"I425","Myocardiopathie constrictive SAI",""
"I429","Myocardiopathie (primitive) (secondaire) SAI","myocardiopathie :
 - compliquant :
  - grossesse [O99.4] 
  - puerpéralité [O90.3] 
 - ischémique [I25.5]"
"I430","Myocardiopathie diphtérique [A36.8]",""
"I431","Amylose cardiaque [E85.-]",""
"I432","Myocardiopathie nutritionnelle [E63.9]",""
"I438","Cardiopathie d'origine thyroïdienne (thyréotoxique) [E05.-]
Tophus goutteux du cœur [M10.0]",""
"I441","Bloc (de) (du) :
 - auriculoventriculaire, type I et II
 - Möbitz, type I et II
 - second degré, type I et II
 - Wenckebach",""
"I442","Bloc (du) :
 - cardiaque complet SAI
 - troisième degré",""
"I443","Bloc auriculoventriculaire SAI",""
"I446","Hémibloc de branche gauche SAI",""
"I451","Bloc de branche droit SAI",""
"I454","Bloc de branche SAI",""
"I455","Bloc :
 - sinoatrial
 - sinoauriculaire","bloc cardiaque SAI [I45.9]"
"I456","Conduction auriculoventriculaire :
 - accélérée
 - accessoire
 - préexcitée
Excitation auriculoventriculaire anormale
- Syndrome de :
 - Lown–Ganong–Levine
 - Wolff–Parkinson–White",""
"I458","Dissociation :
 - auriculoventriculaire [AV]
 - interférente","allongement de l’espace QT [R94.3]"
"I459","Bloc cardiaque SAI
Maladie d'Adams–Stokes",""
"I46","","choc cardiogénique [R57.0]
compliquant :
 - acte de chirurgie obstétricale ou acte à visée diagnostique et thérapeutique obstétrical [O75.4] 
 - avortement, grossesse extra-utérine ou molaire [O00-O07]  [O08.8]"
"I461","","mort subite :
 - SAI [R96.-] 
 - avec :
  - infarctus du myocarde [I21-I22] 
  - trouble de la conduction [I44-I45]"
"I469","","choc cardiogénique [R57.0]
compliquant :
 - acte de chirurgie obstétricale ou acte à visée diagnostique et thérapeutique obstétrical [O75.4] 
 - avortement, grossesse extra-utérine ou molaire [O00-O07]  [O08.8]"
"I47","","compliquant :
 - acte de chirurgie obstétricale ou acte à visée diagnostique et thérapeutique obstétrical [O75.4] 
 - avortement, grossesse extra-utérine ou molaire [O00-O07]  [O08.8] 
- tachycardie :
 - SAI [R00.0] 
 - sinoauriculaire [R00.0] 
 - sinusale [R00.0]"
"I471","Tachycardie (paroxystique) :
 - atriale
 - auriculoventriculaire [AV]
  - SAI
  - par réentrée (intranodale) [TRIN]
 - jonctionnelle
 - nodale",""
"I479","Syndrome de Bouveret(–Hoffmann)","compliquant :
 - acte de chirurgie obstétricale ou acte à visée diagnostique et thérapeutique obstétrical [O75.4] 
 - avortement, grossesse extra-utérine ou molaire [O00-O07]  [O08.8] 
- tachycardie :
 - SAI [R00.0] 
 - sinoauriculaire [R00.0] 
 - sinusale [R00.0]"
"I483","Flutter auriculaire de type I",""
"I484","Flutter auriculaire de type II",""
"I49","","arythmie cardiaque du nouveau-né [P29.1]
bradycardie :
 - SAI [R00.1] 
 - sinoatriale [R00.1] 
 - sinusale [R00.1] 
 - vagale [R00.1] 
- compliquant :
 - acte de chirurgie obstétricale ou acte à visée diagnostique et thérapeutique obstétrical [O75.4] 
 - avortement, grossesse extra-utérine ou molaire [O00-O07]  [O08.8]"
"I491","Extrasystoles auriculaires",""
"I494","Arythmie extrasystolique
Battements cardiaques SAI prématurés
Extrasystoles SAI",""
"I495","Syndrome de tachycardie-bradycardie",""
"I498","Syndrome (de) (du) :
 - Brugada
 - QT long
- Trouble du rythme (du) :
 - ectopique
 - nodal
 - sinus coronaire",""
"I499","Arythmie (cardiaque) SAI","arythmie cardiaque du nouveau-né [P29.1]
bradycardie :
 - SAI [R00.1] 
 - sinoatriale [R00.1] 
 - sinusale [R00.1] 
 - vagale [R00.1] 
- compliquant :
 - acte de chirurgie obstétricale ou acte à visée diagnostique et thérapeutique obstétrical [O75.4] 
 - avortement, grossesse extra-utérine ou molaire [O00-O07]  [O08.8]"
"I50","","après chirurgie cardiaque ou due à la présence d'une prothèse cardiaque [I97.1]
compliquant :
 - acte de chirurgie obstétricale ou acte à visée diagnostique et thérapeutique obstétrical [O75.4] 
 - avortement, grossesse extra-utérine ou molaire [O00-O07]  [O08.8] 
- due à l'hypertension [I11.0]  - avec néphropathie [I13.-] 
insuffisance cardiaque du nouveau-né [P29.0]"
"I500","Insuffisance ventriculaire droite (secondaire à une insuffisance cardiaque gauche)
Maladie congestive du cœur",""
"I501","Asthme cardiaque
Insuffisance cardiaque gauche
Œdème :
• du poumon avec mention de maladie cardiaque SAI ou d'insuffisance cardiaque 
• pulmonaire avec mention de maladie cardiaque SAI ou d'insuffisance cardiaque",""
"I509","Insuffisance cardiaque ou myocardique SAI","après chirurgie cardiaque ou due à la présence d'une prothèse cardiaque [I97.1]
compliquant :
 - acte de chirurgie obstétricale ou acte à visée diagnostique et thérapeutique obstétrical [O75.4] 
 - avortement, grossesse extra-utérine ou molaire [O00-O07]  [O08.8] 
- due à l'hypertension [I11.0]  - avec néphropathie [I13.-] 
insuffisance cardiaque du nouveau-né [P29.0]"
"I51","","complications récentes d'un infarctus aigu du myocarde [I23.-]
précisées comme rhumatismales [I00-I09]
tout état classé en I51.4-I51.9 dû à l'hypertension [I11.-]  - avec néphropathie [I13.-]"
"I510","Anomalie acquise (ancienne) du septum :
 - auriculaire
 - ventriculaire",""
"I513","Thrombose (ancienne) :
 - apicale
 - auriculaire
 - ventriculaire",""
"I514","Fibrose myocardiaque
Myocardite :
 - SAI
 - chronique (interstitielle)",""
"I515","Dégénérescence du cœur ou du myocarde :
 - graisseuse
 - sénile
Maladie du myocarde",""
"I516","Accident cardiovasculaire SAI","athérosclérose cardiovasculaire, décrite ainsi [I25.0]"
"I517","Dilatation  cardiaque
Hypertrophie  cardiaque
Dilatation ventriculaire",""
"I518","Cardite  (aigüe) (chronique)
Pancardite  (aigüe) (chronique)",""
"I519","","complications récentes d'un infarctus aigu du myocarde [I23.-]
précisées comme rhumatismales [I00-I09]
tout état classé en I51.4-I51.9 dû à l'hypertension [I11.-]  - avec néphropathie [I13.-]"
"I52","","troubles cardiovasculaires SAI au cours de maladies classées ailleurs [I98.-]"
"I520","Cardite à méningocoques NCA [A39.5]",""
"I521","Affection cardiopulmonaire au cours de schistosomiase [B65.-]",""
"I528","Cardite rhumatoïde [M05.3]",""
"I60","","séquelles d'hémorragie sousarachnoïdienne [I69.0]"
"I60-I69","avec mention d'hypertension (états classés en I10 et I15.-)","accidents ischémiques cérébraux transitoires et syndromes apparentés [G45.-]
démence vasculaire [F01.-]
hémorragie intracrânienne traumatique [S06.-]"
"I606","Atteinte de plusieurs artères intracrâniennes",""
"I607","Anévrisme sacciforme rompu (congénital) SAI
Hémorragie sousarachnoïdienne d'une artère :
 - cérébrale SAI
 - communicante SAI",""
"I608","Hémorragie méningée
Rupture d'une malformation artérioveineuse cérébrale",""
"I609","","séquelles d'hémorragie sousarachnoïdienne [I69.0]"
"I61","","séquelles d'hémorragie intracérébrale [I69.1]"
"I610","Hémorragie intracérébrale profonde",""
"I611","Hémorragie (du) :
 - intracérébrale superficielle
 - lobe cérébral",""
"I619","","séquelles d'hémorragie intracérébrale [I69.1]"
"I62","","séquelles d'hémorragie intracrânienne [I69.2]"
"I621","Hémorragie épidurale non traumatique",""
"I629","","séquelles d'hémorragie intracrânienne [I69.2]"
"I63","occlusion et sténose des artères cérébrales et précérébrales (incluant le tronc artériel brachiocéphalique), entraînant un infarctus cérébral","séquelles d'infarctus cérébral [I69.3]"
"I639","","séquelles d'infarctus cérébral [I69.3]"
"I64","Accident cérébrovasculaire SAI","séquelles d'accident vasculaire cérébral [I69.4]"
"I65","embolie  des artères basilaires, carotides et vertébrales, n'entraînant pas un infarctus cérébral
obstruction (complète) (partielle)  des artères basilaires, carotides et vertébrales, n'entraînant pas un infarctus cérébral
sténose  des artères basilaires, carotides et vertébrales, n'entraînant pas un infarctus cérébral
thrombose  des artères basilaires, carotides et vertébrales, n'entraînant pas un infarctus cérébral","entraînant un infarctus cérébral [I63.-]"
"I659","Artère précérébrale SAI","entraînant un infarctus cérébral [I63.-]"
"I66","embolie  des artères cérébrales moyennes, antérieures et postérieures et des artères cérébelleuses, n'entraînant pas un infarctus cérébral
obstruction (complète) (partielle)  des artères cérébrales moyennes, antérieures et postérieures et des artères cérébelleuses, n'entraînant pas un infarctus cérébral
sténose  des artères cérébrales moyennes, antérieures et postérieures et des artères cérébelleuses, n'entraînant pas un infarctus cérébral
thrombose  des artères cérébrales moyennes, antérieures et postérieures et des artères cérébelleuses, n'entraînant pas un infarctus cérébral","entraînant un infarctus cérébral [I63.-]"
"I668","Occlusion et sténose d'une artère perforante",""
"I669","","entraînant un infarctus cérébral [I63.-]"
"I67","","séquelles des états mentionnés [I69.8]"
"I670","","artères cérébrales rompues [I60.7]"
"I671","Anévrisme cérébral SAI
Fistule artérioveineuse cérébrale, acquise","anévrisme cérébral :
 - congénital, non rompu [Q28.-] 
 - rompu [I60.–]"
"I672","Athérome d'artères cérébrales",""
"I673","Maladie de Binswanger","démence vasculaire souscorticale [F01.2]"
"I676","Thrombose non pyogène de :
 - sinus veineux intracrânien
 - veine cérébrale","entraînant un infarctus [I63.6]"
"I678","Insuffisance cérébrovasculaire aigüe SAI
Ischémie cérébrale (chronique)",""
"I679","","séquelles des états mentionnés [I69.8]"
"I681","Artérite cérébrale au cours de :
 - listériose [A32.8] 
 - syphilis [A52.0] 
 - tuberculose [A18.8]",""
"I682","Artérite cérébrale au cours d'un lupus érythémateux disséminé [M32.1]",""
"I688","Apoplexie urémique dans la maladie rénale [N18.5]",""
"I70","artériolosclérose
artériosclérose
artérite sénile
athérome
dégénérescence :
 - artérielle
 - artériovasculaire
 - vasculaire
- endartérite :
 - déformante ou oblitérante
 - sénile
maladie vasculaire artériosclérotique","cérébrale [I67.2]
coronaire [I25.1]
mésentérique [K55.1]
pulmonaire [I27.0]"
"I701","Rein de Goldblatt","athérosclérose des artérioles rénales [I12.-]"
"I702","Gangrène par athérosclérose
Sclérose de Mönckeberg (de la média)",""
"I7020","Athérosclérose des artères distales de stade 1 à 3 selon la classification de Leriche et Fontaine",""
"I7021","Athérosclérose des artères distales de stade 4 selon la classification de Leriche et Fontaine",""
"I709","","cérébrale [I67.2]
coronaire [I25.1]
mésentérique [K55.1]
pulmonaire [I27.0]"
"I710","Anévrisme disséquant de l'aorte (rompu) [toute localisation]",""
"I718","Rupture de l'aorte SAI",""
"I719","Anévrisme  de l'aorte
Dilatation  de l'aorte
Nécrose hyaline  de l'aorte",""
"I72","anévrisme (cirsoïde) (faux) (rompu)","anévrisme (de) :
 - aorte [I71.-] 
 - artère pulmonaire [I28.1] 
 - artérioveineux SAI [Q27.3]   - acquis [I77.0] 
 - cardiaque [I25.3] 
 - cérébral (non rompu) [I67.1]   - rompu [I60.-] 
 - coronaire [I25.4] 
 - rétinien [H35.0] 
 - variqueux [I77.0] 
- dissection d’artère :
 - coronaire  [I25.4] 
 - précérébrale, congénitale (non rompue)  [Q28.1]"
"I725","Anévrisme et dissection de l’artère [tronc] basilaire","anévrisme et dissection de l’artère :
 - carotide [I72.0] 
 - vertébrale [I72.6]"
"I729","","anévrisme (de) :
 - aorte [I71.-] 
 - artère pulmonaire [I28.1] 
 - artérioveineux SAI [Q27.3]   - acquis [I77.0] 
 - cardiaque [I25.3] 
 - cérébral (non rompu) [I67.1]   - rompu [I60.-] 
 - coronaire [I25.4] 
 - rétinien [H35.0] 
 - variqueux [I77.0] 
- dissection d’artère :
 - coronaire  [I25.4] 
 - précérébrale, congénitale (non rompue)  [Q28.1]"
"I73","","engelures [T69.1]
gelures [T33-T35]
main ou pied d'immersion [T69.0]
spasme de l'artère cérébrale [G45.9]"
"I730","Gangrène  de Raynaud
Maladie  de Raynaud
Phénomène (secondaire)  de Raynaud",""
"I738","Acrocyanose
Acroparesthésie :
 - simple [type Schultze]
 - vasomotrice [type Nothnagel]
Érythrocyanose
Érythromélalgie",""
"I739","Claudication intermittente
Spasme artériel","engelures [T69.1]
gelures [T33-T35]
main ou pied d'immersion [T69.0]
spasme de l'artère cérébrale [G45.9]"
"I74","infarctus :
 - embolique
 - thrombotique
- occlusion :","embolie et thrombose :
 - basilaires [I63.0-I63.2]  [I65.1] 
 - carotidiennes [I63.0-I63.2]  [I65.2] 
 - cérébrales [I63.3-I63.5]  [I66.9] 
 - compliquant :
  - avortement, grossesse extra-utérine ou molaire [O00-O07]  [O08.2] 
  - grossesse, accouchement et puerpéralité [O88.-] 
 - coronaires [I21-I25] 
 - mésentériques [K55.0] 
 - précérébrales [I63.0-I63.2]  [I65.9] 
 - pulmonaires [I26.-] 
 - rénales [N28.0] 
 - rétiniennes [H34.-] 
 - vertébrales [I63.0-I63.2]  [I65.0]"
"I740","Syndrome de (la) :
 - bifurcation aortique
 - Leriche",""
"I744","Embolie artérielle périphérique",""
"I749","","embolie et thrombose :
 - basilaires [I63.0-I63.2]  [I65.1] 
 - carotidiennes [I63.0-I63.2]  [I65.2] 
 - cérébrales [I63.3-I63.5]  [I66.9] 
 - compliquant :
  - avortement, grossesse extra-utérine ou molaire [O00-O07]  [O08.2] 
  - grossesse, accouchement et puerpéralité [O88.-] 
 - coronaires [I21-I25] 
 - mésentériques [K55.0] 
 - précérébrales [I63.0-I63.2]  [I65.9] 
 - pulmonaires [I26.-] 
 - rénales [N28.0] 
 - rétiniennes [H34.-] 
 - vertébrales [I63.0-I63.2]  [I65.0]"
"I77","","angéite d'hypersensibilité [M31.0]
artère pulmonaire [I28.-]
maladies (vasculaires) du collagène [M30-M36]"
"I770","Anévrisme :
 - artérioveineux, acquis
 - variqueux","anévrisme artérioveineux SAI [Q27.3]
cérébrale [I67.1]
coronaire [I25.4]
traumatique – voir traumatisme, vaisseau sanguin, par région anatomique"
"I772","Fistule artérielle","rupture artérielle traumatique – voir traumatisme, vaisseau sanguin, par région anatomique"
"I776","Aortite SAI
Endartérite SAI","artérite ou endartérite (de) :
 - à cellules géantes [M31.5-M31.6] 
 - cérébrale NCA [I67.7] 
 - coronaire [I25.8] 
 - crosse aortique [Takayasu] [M31.4] 
 - déformante [I70.-] 
 - oblitérante [I70.-] 
 - sénile [I70.-]"
